Gender
DAY,male:Muscle Mass,male:Anabolic,male:Catabolic
106,2356.8081830831684,90.64263762086046,69.37241917558751
107,2361.9493796881707,82.10769693059092,60.35931530111236
108,2366.9239253861247,73.83106339231807,53.722355643083006
109,2371.206908626457,65.83068418125845,52.52884839883829
110,2376.566167665295,102.64301791146818,79.53901302561091
111,2381.895164991948,93.80327749279166,70.15849666722049
112,2387.052349699373,85.19878985803055,61.12108458961093
113,2392.0547223758913,76.84607737042396,53.974079129751026
114,2396.793982313269,68.76222534583908,52.57023362998597
115,2402.235058944554,103.02624045575226,77.61523968982654
116,2407.5319522181517,94.19852414513667,68.31878512198944
117,2412.652994659631,85.60351996259044,59.40340097892093
118,2417.6433494032526,77.25835327232932,53.43278695757349
119,2422.464493548128,69.18015096705213,52.482933617186916
120,2427.920844447981,103.82417370317651,77.84226101355004
121,2433.2221648647574,94.9945810045101,68.55284991157349
122,2438.3489208013916,86.39633430187607,59.66888624284063
123,2443.34002023036,78.0460163754,53.45551144559703
124,2448.181562418894,69.96029452866303,52.44298486497236
125,2453.6701772964666,106.80457325241993,79.55888182982478
126,2459.002353432938,97.91991331026584,70.22416338221562
127,2464.1622937892676,89.26201700295009,61.247270995369
128,2469.1660143268587,80.84641683536057,54.015201312183656
129,2474.106134034531,72.68897510347036,52.48115072364284
130,2479.575037589975,107.93827257741627,78.38399087033706
131,2484.8865683665103,99.0473665717068,69.10653195165689
132,2490.0251510531607,90.38044825982152,60.227956258400845
133,2495.0215375982348,81.9534290702495,53.70680798330725
134,2499.9590677020838,73.78201233868326,52.48324809314215
135,2505.4448393381135,110.30148852186737,79.40906984979074
136,2510.7746137235604,101.3735699880023,70.11065124807321
137,2515.9331836968663,92.66622243758763,61.192214318460124
138,2520.937064631935,84.19436542789853,54.031595822785214
139,2525.8940863336234,75.9730014504492,52.49476761596441
140,2531.3950758644282,113.63049472065804,80.36270319047757
141,2536.7416008732735,104.64229618502056,71.04659544813579
142,2541.9177421703776,95.87042646760302,62.06256960656433
143,2546.928518301772,87.3286157817711,54.37378437032663
144,2551.9044409809803,79.03101899374049,52.75481270211481
145,2557.4128936355537,116.92573817175241,80.85120116504406
146,2562.7674711433788,107.88353956055144,71.53394061307027
147,2567.95281611029,99.05307791501731,62.551994179045245
148,2572.9722087676514,90.44735548604618,54.78047741039669
149,2577.950845349521,82.07984462749516,52.87995130438814
150,2583.4503455575446,119.07913689544985,80.31783021973612
151,2588.7962088245176,110.00768363924588,71.03419425206573
152,2593.9724069096524,101.14396073569965,62.08066153064027
153,2598.984637958851,92.50119786922967,54.447090439906226
154,2603.960703108043,84.09258942335272,52.761158391932135
155,2609.470459675371,121.99628707975555,80.94842184676341
156,2614.8274485660395,112.8799286524436,71.6572620350383
157,2620.0161957314863,103.9675888638997,62.69742568160239
158,2625.0386217422624,95.27169683317895,54.8828949881162
159,2630.014174292609,86.80487371545894,52.73703209081493
160,2635.5151738250975,123.97873369959939,80.39423290591053
161,2640.8632841407125,114.837423476366,71.13595726344404
162,2646.0429850470705,105.89679451511782,62.21975562054845
163,2651.057194788146,97.16929771639353,54.49100802236302
164,2656.029947456358,88.66735693180911,52.60510727198164
165,2661.5476407387714,127.325385160984,81.46685741110359
166,2666.913523201996,118.1324663802474,72.18703787647351
167,2672.112443554651,109.13721924715041,63.233357436253044
168,2677.145150892214,100.35088468337497,55.3648571558146
169,2682.1240164238807,91.78510814782098,52.89578182228585
170,2687.6352718973376,129.49579238071846,81.05133788103575
171,2692.9947696994045,120.27609787766684,71.79927915707421
172,2698.187014496638,111.25121289289079,62.87308248851298
173,2703.2112956046167,102.43226237176296,54.975959492441156
174,2708.1894839679067,93.83058249470297,52.855677674871885
175,2713.688819740406,130.567139466197,80.27445116182473
176,2719.035793489304,121.3436690484375,71.06151542029033
177,2724.2145661674754,112.3130915809552,62.17919987051441
178,2729.2300048821735,103.48677883753464,54.563164063153906
179,2734.2047435606887,94.87590438206824,52.692809174328694
180,2739.725616749276,133.50542220389363,81.62397702257903
181,2745.095660019928,124.2409856334908,72.37878421993909
182,2750.299863793279,115.16664187678423,63.45739977953272
183,2755.3310533884605,106.29283549491142,55.291103255269604
184,2760.3114553590835,97.6302519897971,52.94821619138859
185,2765.8540276713484,137.69896817574227,83.0477798546377
186,2771.247940670776,128.37053127298208,73.76980939274439
187,2776.4788222834495,119.22745575095205,64.81116250532313
188,2781.536078364199,110.27961578476764,56.43988622088813
189,2786.5167201509903,101.53721942240144,52.96697552861824
190,2792.028337501261,139.07198551743917,81.1511903780533
191,2797.3895985118274,129.73572953054472,71.9524380824631
192,2802.5854136091393,120.58260765000495,63.08892822269579
193,2807.615217061635,111.62278659711002,55.2468230226196
194,2812.595519213784,102.86637558104997,52.960435996897836
195,2818.1290409391327,142.11621833486734,82.52260708656668
196,2823.513664164218,132.74105612153005,73.29053099165267
197,2828.734719692139,123.54657544310285,64.37805746441389
198,2833.7813808088736,114.54224979541313,56.04782173653475
199,2838.7675386881024,105.73769027505085,53.2416299242077
200,2844.282158471962,143.16580363850005,81.42829687034043
201,2849.647560580115,133.7903755657406,72.24947195949723
202,2854.8486601402847,124.59333867578877,63.403719984915824
203,2859.883722991024,115.58461235894285,55.522672962495164
204,2864.8680453138813,106.77386549038486,53.15692748797571
205,2870.412468109726,146.54810702953836,83.27244874621438
206,2875.8093221025374,137.12750721568233,74.0431827278155
207,2881.044373924478,127.88295479036238,65.13065547032727
208,2886.1077398269454,118.82342366455455,56.81937025482048
209,2891.0965268457526,109.95804637907203,53.37884907631385
210,2896.6334878031694,148.7871055213465,82.80676757668836
211,2902.022755823075,139.34314121711188,73.60629143533559
212,2907.249977635183,130.0729965195354,64.73014107637695
213,2912.3055626079167,120.985511973704,56.46877012364946
214,2917.2933269028745,112.08957193821072,53.33096579207284
215,2922.8428943798544,151.80065039647874,83.60500834558948
216,2928.2461844918635,142.31919721539788,74.39049562084655
217,2933.4889510681382,133.00854291354224,65.48984587325418
218,2938.5587452120735,123.87730552706532,57.07577344126452
219,2943.546786194223,114.93411566658578,53.3326069498134
220,2949.0816804461306,153.35627789206723,82.64437200484224
221,2954.4691484440136,143.86342404269857,73.47366353495421
222,2959.6946310637127,134.54005966681552,64.6190684478396
223,2964.750274284139,125.39465506110079,56.45067878649505
224,2969.7374562032333,116.43561739215446,53.28547887499473
225,2975.2967483420516,156.85254095644373,84.16775648413866
226,2980.710828310179,147.31450249192525,74.95766888221543
227,2985.965718456443,137.9432395015656,66.05916772856675
228,2991.048033957079,128.74666586304988,57.59419607901999
229,2996.035619503471,119.73283519022476,53.2873020014315
230,3001.5912406051284,159.77307573502372,83.93789757760513
231,3007.0015492874795,150.20132462914637,74.74809382821309
232,3012.2525364087437,140.79392247076953,65.86996961106165
233,3017.329657268673,131.5585190932929,57.37914140386611
234,3022.3158111848675,122.5028853322093,53.23834909718443
235,3027.8717567843705,162.4091503500501,84.01642920728732
236,3033.282784352117,152.81042472889996,74.83814546164858
237,3038.5349135835368,143.37383047859424,65.97066205379129
238,3043.615088681894,134.1068468898055,57.54784346895398
239,3048.6030957465523,125.01704015771035,53.333909868378704
240,3054.17889861257,166.1576933776639,85.3271845507245
241,3059.611082565516,156.51478238797552,76.11887131072548
242,3064.8864150152167,147.03154778174718,67.21867309880973
243,3069.990870377599,137.71488151038915,58.69726285436443
244,3074.986359225949,128.57196957443404,53.6901908726907
245,3080.5593574854897,168.84846079318066,85.2166953490572
246,3085.9892656396396,159.1789261495075,76.0263341335262
247,3091.262628178807,149.66666581158813,67.14291154304377
248,3096.366102886954,140.31851794500366,58.667797641596835
249,3101.362445286306,131.1415271761887,53.7346803945855
250,3106.939248311189,171.58141262837566,85.46517774116708
251,3112.3735933499515,161.8841925402606,76.27879285690946
252,3117.652006042754,152.3422096713142,67.39795971886886
253,3122.7594857838567,142.96211290488236,58.85341413010465
254,3127.755682587714,133.75075122940953,53.74173164949719
255,3133.3315328902518,173.82031779815514,85.41274578970875
256,3138.7650298608332,164.10329259803075,76.24028002556501
257,3144.0426109967702,154.53993167717738,67.37306241666786
258,3149.14944879106,145.13682220321647,58.848270642320486
259,3154.1482350933,135.90062995806508,53.872096728400756
260,3159.720540438347,175.39381953939224,85.16569717543943
261,3165.150674416757,165.66761427700843,76.01254060488496
262,3170.4249630875843,156.0939145955644,67.16419225066984
263,3175.529770134905,146.67915039550286,58.70748811960749
264,3180.52555885619,137.42983410364536,53.70623774303325
265,3186.111128975032,177.969420872585,86.02881085762354
266,3191.555123557231,168.21802759811447,76.85907423272606
267,3196.8444970631417,158.61940254977537,67.99289638219373
268,3201.965677937216,149.17784901290045,59.50123360541993
269,3206.965229547003,139.89963773993628,53.905618505942996
270,3212.5376318673834,179.07005587882466,85.13572281673476
271,3217.9682021658996,169.31904518982915,76.00565633805714
272,3223.243410706263,159.71787238127627,67.17956119625465
273,3228.348355292092,150.2726092798309,58.687072478663104
274,3233.3428889855527,140.98947843266367,53.62903946955831
275,3238.8950437087187,178.5990300184349,83.87225245821044
276,3244.3042453583057,168.87042535204554,74.79663881769466
277,3249.556341369981,159.29114203372097,66.02713325343889
278,3254.6380024486866,149.86759354181189,57.674192449317026
279,3259.6323784355773,140.60609716135028,53.64044420937473
280,3265.2217592814372,180.94926051228276,86.3501697166457
281,3270.6705484170548,171.19530173571664,77.20671010084864
282,3275.965745962678,161.5939259085273,68.36459306102364
283,3281.0943440237643,152.1470096368086,59.908243629389176
284,3286.098618507314,142.86055802260518,54.1629945897718
285,3291.692249040454,182.76138474382228,86.66473870422747
286,3297.1460537318244,172.99527968374392,77.5234892364474
287,3302.447009161748,163.38074580525597,68.68193496364889
288,3307.580826111621,153.91933691109367,60.16972915786551
289,3312.589085895761,144.61694136779266,54.34862927844671
290,3318.1757577454887,183.53900862377867,86.21276146308895
291,3323.6227593752296,173.77203975704097,77.09757576964445
292,3328.9168435245797,164.16055170234623,68.28166737234909
293,3334.0437149283352,154.70119919051797,59.80088533920499
294,3339.0477786913584,145.39986073521052,54.125297325660725
295,3344.6436227292465,185.56504738469494,86.70750902103171
296,3350.1004439032026,175.79207605021105,77.583985658949
297,3355.4052447942795,166.16435167912223,68.75840505808705
298,3360.5437521105096,156.68730804520104,60.2566734984101
299,3365.5441623979605,147.3666529717622,53.902677198964604
300,3371.1318338628694,186.65653627781455,86.2842572733848
301,3376.5802349708506,176.87889382566019,77.18910471809836
302,3381.8761030718038,167.24900130639287,68.39227499597048
303,3387.0068383657067,157.76884981390936,59.99519199433862
304,3392.0131549093685,148.44417145809567,54.22796021968176
305,3397.6040882412117,187.34951565273204,86.4904539956686
306,3403.0559639047756,177.57050970507242,77.39935495348465
307,3408.3558004042325,167.94483158355732,68.60606244735409
308,3413.490218163719,158.46834239552197,60.170990445821495
309,3418.498444019588,149.14664516031075,54.307954401024915
310,3424.104726906862,188.90359081504542,87.50954056993459
311,3429.5731809478625,179.1123682937048,78.39652336418266
312,3434.891166457061,169.47792832860168,69.57882269533187
313,3440.044813747234,159.99168263840946,61.081608615163624
314,3445.056840773131,150.65907242108096,54.49581742613823
315,3450.6675055479686,190.00836608662544,87.87551313989846
316,3456.141250354638,180.22414247843827,78.76397836307117
317,3461.4655054410714,170.58750480314657,69.94582071833491
318,3466.6269100856853,161.09793669928393,61.466187995161256
319,3471.642338596285,151.76088394699005,54.65456987493859
320,3477.262317233034,191.29206067534503,88.44966273233746
321,3482.7456101784173,181.49232111450343,79.32913706411588
322,3488.080025206772,171.84964050608403,70.50146790768162
323,3493.2423588445968,162.35320708290243,61.99095830504758
324,3498.2469047071645,153.008330467167,55.01068435956241
325,3503.8584148819064,192.4302832813558,89.36592845459982
326,3509.334896917187,182.58830763646642,80.23043066074263
327,3514.6644287268077,172.94263109646477,71.38509685703096
328,3519.833767331798,163.44244029003755,62.853752558015806
329,3524.8477776020263,154.09293720489902,55.48700002456182
330,3530.45489456253,192.7570636720772,89.127005047405
331,3535.92719341888,182.922425444331,80.01082546394338
332,3541.25252236627,173.28523569425332,71.18417590329614
333,3546.417517597022,163.79297195413818,62.671429520604875
334,3551.4289237827797,154.45087376088352,55.39630532930843
335,3557.045730024662,193.73878768927102,89.83421823881422
336,3562.528290489838,183.8824457670824,80.70740081715034
337,3567.8648526607244,174.24415584092907,71.86902857556606
338,3573.0423482212163,164.75027076427938,63.342638918829124
339,3578.0469255624707,155.40588729585016,55.750145608515346
340,3583.6260087313294,192.93462762767044,88.60123540623181
341,3589.062582737891,183.13093691585158,79.52406983732571
342,3594.3427518329568,173.51661229446654,70.73605412774128
343,3599.4634065107352,164.0468216407869,62.26234710303091
344,3604.4360347070437,154.72674691977645,55.222741567661515
345,3609.988092171784,192.6727518460407,88.0765618607504
346,3615.40648149715,182.8919491197954,79.02565635321479
347,3620.678540070243,173.29423767252095,70.26399365446244
348,3625.7913552839004,163.8406464388861,61.84240645462062
349,3630.7623149903134,154.53643297306488,55.086056515087456
350,3636.318305477722,192.58282279047964,88.21757862501462
351,3641.740611234164,182.82498469219365,79.16961937411598
352,3647.0167095273423,173.24095695986438,70.41089942397082
353,3652.124598001001,163.8010419320136,61.96638523745134
354,3657.073462819285,154.51045433331262,54.89228678546292
355,3662.6256033210407,193.3348343247502,89.28061304206763
356,3668.045233055809,183.5859913540651,80.21093747302638
357,3673.3205883893934,174.00405885666748,71.42783233768816
358,3678.438770190453,164.5656363070924,62.95545581686866
359,3683.3979077082413,155.27581188237244,55.36305818774056
360,3688.936006505412,192.80292383454432,88.31919253954307
361,3694.3302408281183,183.08637871590156,79.28650706396179
362,3699.5724801511997,173.52458254417016,70.54099519779942
363,3704.6571261158065,164.1061313330696,62.11374714995441
364,3709.5937849040815,154.83624783046622,55.02146116183046
365,3715.1171074900612,192.87672345731585,88.66508227807967
366,3720.5084065061224,183.1222100916551,79.63367825125317
367,3725.7555818467213,173.57141590742643,70.8894113832775
368,3730.8455902654937,164.16397588867392,62.456980100660346
369,3735.788324483615,154.9049853114148,55.386292020646025
370,3741.3284879727944,193.97130483672314,89.93867670603235
371,3746.7379451210195,184.17297660919593,80.87884935087948
372,3752.0050675320304,174.61931270529158,72.10384648517467
373,3757.117265799517,165.2083306763614,63.639018410032435
374,3762.072150194351,155.9450209152535,56.01031402202846
375,3767.617134210669,194.9196739552955,90.66320204912344
376,3773.0184783821273,185.1288545289727,81.59213952961863
377,3778.2788844765932,175.57364261690637,72.80402143814304
378,3783.3761505769394,166.16043527921448,64.32213052303567
379,3788.306361856638,156.89417586076394,56.515354379604794
380,3793.8095458202606,193.96562915684396,90.2358370107942
381,3799.1842845552237,184.22782659008246,81.19011628069322
382,3804.418678140408,174.6982248417233,72.42660558244702
383,3809.5001485189296,165.31074292928767,63.96925959412534
384,3814.426833088967,156.07037623542098,56.35779114074391
385,3819.9491135106614,194.59509051214914,91.57424486344324
386,3825.3379699130314,184.80669720994794,82.50020420729547
387,3830.5746713373132,175.28062488776382,73.7057806474807
388,3835.644133386924,165.8962626513789,65.21418088844527
389,3840.5569043531827,156.65857328352214,57.4589621958241
390,3846.046169209335,195.88335148438904,93.52559046377765
391,3851.4108682772185,185.99840286564904,84.4033840951662
392,3856.6405682725826,176.46689828274356,75.55757058328346
393,3861.723747827755,167.07645541509964,67.00981551576186
394,3866.6489396160446,157.83186729416548,58.86458916162783
395,3872.142476418565,195.67863476096704,94.69888805837348
396,3877.5064674751534,185.87409703936257,85.55192128192763
397,3882.7371739957543,176.35699784058264,76.6781367127976
398,3887.823561630543,166.9806521442679,68.09893524362664
399,3892.753552360542,157.7498935110816,59.8746373372967
400,3898.246643543102,195.89484254144628,96.1071831862224
401,3903.6094693215564,186.08837518959263,86.92675937148603
402,3908.8418111069677,176.58021324144792,78.0168347371945
403,3913.8791975136483,167.21262430049205,69.39800023795317
404,3918.743477990879,157.99030645403275,61.108634275725926
405,3924.144493236471,195.48174431385445,96.09482954776084
406,3929.3904769008955,185.7769693544088,86.92402160422422
407,3934.4864952101448,176.28451923509544,78.02222256499209
408,3939.4288878132224,166.93241201305406,69.41088728366032
409,3944.2217597896315,157.72547992838201,61.112513207962564
410,3949.559825443339,196.36218135420177,97.17780470506823
411,3954.7819243458343,186.5501600348533,87.98494750443066
412,3959.8784099544755,177.05774622413986,79.05905083462203
413,3964.8389216705955,167.7051541997556,70.420937114304
414,3969.651487880972,158.49715274161895,62.09270858409482
415,3974.9676317459844,195.5980377814759,96.21249104598473
416,3980.146558921405,185.78191343511585,87.05847389380139
417,3985.1782771592543,176.3113779005942,78.17223860781355
418,3990.042321227535,166.98090086901703,69.57564366849893
419,3994.7405475265264,157.79527650714158,61.29115752246715
420,3999.9575701657423,196.2389125205099,97.37242114995603
421,4005.061192902135,186.38647601963936,88.19565779632477
422,4010.035159428413,176.91857071343554,79.2851957981483
423,4014.8652797042173,167.59029498574046,70.66157006766701
424,4019.551649768644,158.40632104939274,62.346588566365774
425,4024.7341571192687,195.35989240629078,96.78511130934116
426,4029.790485955413,185.6276585958385,87.63439039081916
427,4034.700912590397,176.1819690067264,78.74931254110811
428,4039.454873129865,166.87582560330102,70.1515255702129
429,4044.039281585358,157.71405628243517,61.94123378978758
430,4049.1340335025657,196.44050190245716,98.84934736822635
431,4054.114332684008,186.69068724136056,89.6488137570507
432,4058.962138273493,177.24023850841775,80.71103388982615
433,4063.669839979687,167.9286670507406,72.05601912714704
434,4068.210492344863,158.7607232892804,63.714474047499536
435,4073.2138504759396,195.36530708703947,97.69216545425205
436,4078.102398027716,185.62731459560223,88.53340987085501
437,4082.847421531233,176.2023567979289,79.63781079347352
438,4087.4430793003025,166.91664383780935,71.02666781941682
439,4091.8791574272345,157.77491483752092,62.721827023035935
440,4096.788330496427,196.9138429897174,100.30285030902964
441,4101.576747179932,187.16376825328894,91.07764987779862
442,4106.2425757915735,177.72716211051733,82.11210051120274
443,4110.775412205865,168.4288067339152,73.42550583253069
444,4115.143710201748,159.273387391467,65.03860111519266
445,4119.940852083973,197.1453331580737,101.8526163316237
446,4124.628038064174,187.3019434341462,92.59362673263792
447,4129.1758972159905,177.8731851900417,83.59168318636097
448,4133.60416648605,168.58259856765653,74.86540114074242
449,4137.90169976454,159.434746920992,66.43484877549629
450,4142.609647708489,196.61322659859135,101.85571608914753
451,4147.218854513458,186.82666954583124,92.60377812536773
452,4151.722964553997,177.41424074649666,83.60786106232511
453,4156.113667536513,168.14000133384724,74.8874198305563
454,4160.381469695815,159.0086012293573,66.46260266027659
455,4165.097522782148,196.65446166716706,103.10331783888772
456,4169.686885081034,186.87590871580827,93.82881381616355
457,4174.161527530322,177.47264169737667,84.80794467629669
458,4178.509897245179,168.2073055412848,76.05926797663186
459,4182.718247725229,159.08448807333474,67.60256624793377
460,4187.363741774159,196.88564562896238,104.34023818647178
461,4191.90824808893,187.11923110487817,95.04105148103109
462,4196.339397139982,177.72195147523956,85.99329409389655
463,4200.648518539514,168.4623138726189,77.21530504946702
464,4204.824132786955,159.34491682289865,68.72647237906192
465,4209.37454548621,197.27418266482064,106.83759972275644
466,4213.813454873312,187.53907894750773,97.48162838718103
467,4218.156603314065,178.14516139359193,88.37252052145625
468,4222.382163602828,168.8884157994585,79.52789117348865
469,4226.473960341679,159.77344959184356,70.96652582158676
470,4230.965306407593,196.6607078150176,106.81335795887796
471,4235.361722015008,186.92743969188842,97.46554029821654
472,4239.634460074581,177.55119830153652,88.36424057572071
473,4243.763080031963,168.31234258919417,79.52738078663876
474,4247.765615168321,159.21542110777187,70.97365844560788
475,4252.166860564256,197.05490855018138,108.11441237722207
476,4256.455961178156,187.3480626677741,98.73896979655918
477,4260.64375442188,177.97487650559356,89.60790845836821
478,4264.726644015624,168.7386173594669,80.73872991052755
479,4268.6593148584525,159.6438623065638,72.14973372197278
480,4272.953368991328,197.11779711220976,109.34217538805792
481,4277.137467416799,187.36808143003333,99.9449484223604
482,4281.218413027531,177.99858537879535,90.78974290780545
483,4285.183218492376,168.77081384597463,81.89374788030992
484,4289.022727269102,159.68432732849686,73.27498283023509
485,4293.206344841948,196.97431161028197,110.04130320775946
486,4297.299815558757,187.24935664343033,100.63104812402231
487,4301.27500458002,177.89450131532448,91.4617624653233
488,4305.155307755679,168.67629186857138,82.5502735234873
489,4308.937523822706,159.5992698780553,73.9143380982198
490,4313.057359045194,197.0626913539085,110.25726011130028
491,4317.063215685984,187.33662601594716,100.84930259672828
492,4320.952716371703,177.9887702965868,91.6812978198027
493,4324.739013153024,168.7773619666454,82.7704075949553
494,4328.41377373594,159.70695749879937,74.13439502851597
495,4332.3894678458655,196.39113289262363,109.38545473055092
496,4336.259341854113,186.73175321989075,100.00556606908359
497,4340.0106046518895,177.40035011959657,90.86627617098375
498,4343.617512349134,168.2055071965334,81.98544917460775
499,4347.113726392794,159.15179274277097,73.38100853802926
500,4350.906855180889,197.0576769979832,110.90011999946783
501,4354.629717200036,187.35085844986943,101.48877970840915
502,4358.275875343655,178.0185914985481,92.31620703162822
503,4361.839421222337,168.82244156302355,83.3991081604495
504,4365.3074887293205,159.76693724463803,74.75496276981573
505,4369.084665286821,196.66551467158084,110.99807735747058
506,4372.786828202868,187.01147097840592,101.58918488018271
507,4376.38574002705,177.6917059933545,92.41808823097594
508,4379.896123603546,168.50792171027052,83.50176076396257
509,4383.319084760448,159.46467255990447,74.85776573415974
510,4387.035211785092,197.07277513351704,111.63768512929114
511,4390.659399841525,187.4013529608104,102.21931365361789
512,4394.1604633632705,178.0816272000006,93.03790699643133
513,4397.515138860781,168.89904803252065,84.11021565748017
514,4400.771573686109,159.85673253022208,75.45356812588354
515,4404.292148643313,196.95481566799884,111.25744513497168
516,4407.701035321172,187.23671909456743,101.85353043356474
517,4411.035058652625,177.92687525035146,92.68685633427818
518,4414.285238192419,168.7534702480465,83.77438909517751
519,4417.430224330753,159.7202902872026,75.1335064068651
520,4420.869647282698,197.60159202124794,113.00147900980899
521,4424.246223021618,187.92251539364815,103.55824369665015
522,4427.528026477288,178.61003587733862,94.34970640518362
523,4430.72510095131,169.4333012310191,85.39219359491078
524,4433.826927976379,160.3962273064839,76.70269014173485
525,4437.193609890697,197.11295723593912,113.5456816868653
526,4440.473310550177,187.52405786398947,104.09637820538379
527,4443.683991492216,178.22478522011272,94.88000808021779
