Nutrition Extension
DAY,Muscle Mass,Anabolic,Catabolic
1,15.94086651527042,50.21673513713284,52.17004974534138
2,15.937736213942854,50.09243664286822,52.05054958239335
3,15.934609112336153,50.04941373560266,52.00445913856451
4,15.931446327513033,50.02282170396872,52.0
5,15.937493338135019,80.48551063387585,74.67875612091794
6,15.944670539424804,74.92842374265373,68.59112322582217
7,15.953101194184473,69.48792498710164,62.64877444665066
8,15.962623921647669,64.17135150034353,57.06611116262432
9,15.970187892276368,58.98651477289962,53.627307485601364
10,15.982879367997223,88.3844314858732,75.55443468907453
11,15.99704143415004,82.68167754301142,69.45275346204252
12,16.012517958057156,77.08784074069061,63.49510591208489
13,16.02867644626941,71.60955873946996,57.72947295673755
14,16.043402116785376,66.25288182473378,54.077230839640144
15,16.06057864356426,97.13748342180858,77.27722416866017
16,16.077907691397343,91.28655208499569,71.14240594010946
17,16.09492165266415,85.53819581323907,65.14981157937278
18,16.111550469896994,79.89763729543334,59.30864706694634
19,16.127856921770242,74.3699728414272,54.75557067772354
20,16.14558695881539,104.75167176129588,77.64326882201759
21,16.16298103137528,98.78356653187326,71.50636378596276
22,16.180015862794722,92.9125187899012,65.5107450762125
23,16.196667380618834,87.1433904373052,59.668745197288374
24,16.212996663882006,81.48075621973403,55.08534991032557
25,16.230739465871395,111.7131916055982,77.93071095674965
26,16.24814816959438,105.6462822116185,71.79344168205319
27,16.26519941827265,99.67180406592456,65.79668226639919
28,16.28187134150855,93.79423588154044,59.98013207114997
29,16.2982075202452,88.01778591322902,55.20185299239932
30,16.315943779333896,117.9074372128485,77.84487269705726
31,16.33334639873577,111.75864558245297,71.71528757175868
32,16.35039193479959,105.69860355045196,65.72601682763131
33,16.367056523018746,99.7314544587875,59.892593101093375
34,16.383395075695283,93.86109294900547,55.23925773865551
35,16.401156149883743,124.14054053276011,78.2506321136108
36,16.41858415167583,117.91230687784203,72.11564676664503
37,16.435656247250982,111.76983015696267,66.12071982324862
38,16.452353730361956,105.71680303118654,60.33864237799596
39,16.46870056911164,99.75672871575436,55.34013163666592
40,16.48646255430044,129.81200096839137,78.22981824120711
41,16.503892058907446,123.51564546612823,72.09935936956492
42,16.52096609209847,117.30212861723159,66.10871089088714
43,16.53766334375428,111.17496502191315,60.29894404016389
44,16.554011191471073,105.13744618612438,55.317358421754705
45,16.571824533469567,136.43139368041722,79.24041536485524
46,16.589308899903624,130.05948762903876,73.09339017328729
47,16.606441937354223,123.76737069821161,67.08472070792246
48,16.62320029379385,117.55825937675452,61.22350803870301
49,16.63958877737779,111.4352132873137,55.905996159147286
50,16.65736217089876,140.98790654799603,78.5008102120473
51,16.674805154444073,134.56783277521873,72.37529585417093
52,16.691894776750825,128.22551280361077,66.38871408621019
53,16.708607319422516,121.96403585057075,60.55039523201647
54,16.724966748614303,115.78631281304641,55.501848943560134
55,16.742744978562193,145.9711470554632,78.66271456356543
56,16.760194715429783,139.50084358159427,72.54006204653969
57,16.777292345503803,133.10602357707447,66.55551332924426
58,16.79401407301383,126.78978650035462,60.7206167317807
59,16.810388397448747,120.55495762351033,55.73074498614697
60,16.82823220703359,151.78205291423174,79.7944789882825
61,16.845749564184015,145.25173039074747,73.64922283260509
62,16.86291829828312,138.7951754739718,67.64124640202455
63,16.87971540405563,132.4150612617397,61.77957806379818
64,16.896138602967916,126.11394248884602,56.36597184900961
65,16.913946634401153,155.48666950725752,79.21579857929311
66,16.93142689534852,148.92277011194116,73.09024620729262
67,16.94855652185397,142.43145748444996,67.10248965494719
68,16.965312292272028,136.01527907418296,61.261827933523186
69,16.98172015966091,129.67663472859252,56.22412936573773
70,16.99950852942504,158.47072779479004,78.90436770605642
71,17.016970052420046,151.8815201339892,72.7917622602348
72,17.03408119947898,145.36354929937826,66.8165422410226
73,17.05081877304644,138.91938094824084,60.99368202059902
74,17.067213687263756,132.55139727632337,56.03444441787634
75,17.08501394079017,161.76989038034978,79.08722681929312
76,17.102487691417114,155.15141374399363,72.97435660063542
77,17.119611778570285,148.60331501700327,66.99873667195526
78,17.13636345391313,142.12795633280234,61.17830843119487
79,17.152754671094,135.7275862463206,55.98560559355352
80,17.17058947264583,165.3140239178505,79.73714632969632
81,17.188099209426312,158.6613010645071,73.61451777100238
82,17.205261726075292,152.0814966644245,67.62854573369802
83,17.222054126442046,145.57328852872115,61.788235556736474
84,17.238471575008706,139.138787381068,56.36198636069754
85,17.25632318807785,168.51945573182866,80.0827667313224
86,17.27385121374816,161.8379364534406,73.95781536456354
87,17.291033195918672,155.23077629492033,67.96888855934168
88,17.307846347496557,148.69417428036058,62.12512060472001
89,17.324281067221058,142.2301730920192,56.632379016557
90,17.34216611085069,171.89257464146203,80.72054386643585
91,17.359729410939426,165.18941258855796,74.58625993063997
92,17.376949297469494,158.55402470545258,68.58725341344496
93,17.39380342689723,151.98807019383216,62.73233220518784
94,17.41028291175461,145.49349507586567,57.22964515456518
95,17.428218161074877,175.34611838289328,81.64539492559666
96,17.445834655224694,168.60447214690464,75.49478319981512
97,17.46311113379546,161.94038283330622,69.47821316661148
98,17.480025709421348,155.34468458346663,63.604338081695865
99,17.49655645086429,148.81923320937767,57.91311006571562
100,17.514486255367913,177.66431108222352,81.58200031047025
101,17.532097661738675,170.89847307072026,75.43823010601838
102,17.54936918511453,164.21783980899795,69.42836167873266
103,17.566279836804156,157.60480817646962,63.57312374569437
104,17.58282718355663,151.0611939384234,58.13942307029428
105,17.600788654355117,179.96819450174002,82.26600999361231
106,17.618434829251765,173.18427879892977,76.11359451788705
